id,pm25,pm10,temp,hum,atm,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10.m11,m12,m13,m14,m15,m16
'A1',20.00,32.00,9.00,13.00,985.00,$GNGGA,200403.000,4900.5216,N,00825.4558,E,1,5,4.01,122.6,M,47.9,M,,*44
'A1',24.00,33.00,4.00,18.00,986.00,$GNGGA,200414.000,4900.5258,N,00825.4653,E,1,5,4.02,126.7,M,47.9,M,,*46
'A1',21.00,33.00,3.00,16.00,987.00,$GNGGA,200425.000,4900.5243,N,00825.4647,E,1,5,4.02,127.7,M,47.9,M,,*4A
'A1',22.00,32.00,4.00,14.00,988.00,$GNGGA,200436.000,4900.5247,N,00825.4588,E,1,5,4.03,128.7,M,47.9,M,,*42
'A1',24.00,34.00,8.00,14.00,989.00,$GNGGA,200447.000,4900.5238,N,00825.4652,E,1,5,4.03,127.4,M,47.9,M,,*44
'A1',24.00,32.00,7.00,15.00,990.00,$GNGGA,200458.000,4900.5204,N,00825.4815,E,1,5,4.04,127.7,M,47.9,M,,*4C
'A1',23.00,33.00,3.00,19.00,991.00,$GNGGA,200509.000,4900.5232,N,00825.4778,E,1,5,5.97,128.1,M,47.9,M,,*4A
'A1',23.00,32.00,2.00,16.00,992.00,$GNGGA,200520.000,4900.5216,N,00825.4721,E,1,5,4.05,127.1,M,47.9,M,,*4E
'A1',23.00,30.00,2.00,18.00,993.00,$GNGGA,200531.000,4900.5227,N,00825.4799,E,1,5,5.92,126.4,M,47.9,M,,*44
'A1',20.00,34.00,6.00,10.00,994.00,$GNGGA,200542.000,4900.5249,N,00825.4911,E,1,5,4.06,126.0,M,47.9,M,,*4E
'A1',22.00,31.00,3.00,18.00,995.00,$GNGGA,200553.000,4900.5223,N,00825.4849,E,1,4,4.91,125.1,M,47.9,M,,*43
'A1',24.00,32.00,3.00,17.00,996.00,$GNGGA,200604.000,4900.5219,N,00825.4851,E,1,4,4.92,123.7,M,47.9,M,,*41
'A1',21.00,34.00,6.00,17.00,997.00,$GNGGA,200615.000,4900.5206,N,00825.4702,E,1,4,4.93,121.3,M,47.9,M,,*41
'A1',22.00,31.00,9.00,14.00,998.00,$GNGGA,200626.000,4900.5171,N,00825.4789,E,1,4,4.93,120.8,M,47.9,M,,*4B
'A1',23.00,32.00,8.00,17.00,999.00,$GNGGA,200637.000,4900.5218,N,00825.4933,E,1,4,4.94,120.9,M,47.9,M,,*4E
'A1',24.00,32.00,7.00,17.00,1000.00,$GNGGA,200648.000,4900.5189,N,00825.4798,E,1,4,4.94,121.2,M,47.9,M,,*48
'A1',20.00,33.00,9.00,17.00,1001.00,$GNGGA,200659.000,4900.5215,N,00825.4505,E,1,4,4.95,120.9,M,47.9,M,,*43
'A1',21.00,32.00,9.00,13.00,1002.00,$GNGGA,200710.000,4900.5170,N,00825.4470,E,1,4,4.95,119.7,M,47.9,M,,*48
SSH-2.0-Renci.SshNet.SshClient.0.0.1
'A1',24.00,33.00,9.00,14.00,1003.00,$GNGGA,200721.000,4900.5156,N,00825.4464,E,1,4,4.96,117.9,M,47.9,M,,*48
'A1',22.00,34.00,2.00,19.00,1004.00,$GNGGA,200732.000,4900.5177,N,00825.4806,E,1,4,4.97,119.2,M,47.9,M,,*45
'A1',21.00,33.00,5.00,12.00,1005.00,$GNGGA,200743.000,4900.5191,N,00825.4936,E,1,4,4.97,120.4,M,47.9,M,,*45
'A1',23.00,34.00,3.00,12.00,1006.00,$GNGGA,200754.000,4900.5192,N,00825.4816,E,1,5,4.12,120.4,M,47.9,M,,*4F
'A1',23.00,32.00,9.00,12.00,1007.00,$GNGGA,200805.000,4900.5141,N,00825.4518,E,1,5,4.12,121.0,M,47.9,M,,*4C
'A1',23.00,32.00,9.00,18.00,1008.00,$GNGGA,200816.000,4900.5188,N,00825.4393,E,1,5,4.13,122.3,M,47.9,M,,*4F
'A1',24.00,31.00,7.00,12.00,1009.00,$GNGGA,200827.000,4900.5220,N,00825.4332,E,1,5,4.14,122.7,M,47.9,M,,*44
'A1',24.00,34.00,6.00,12.00,1010.00,$GNGGA,200838.000,4900.5204,N,00825.4470,E,1,5,4.14,125.5,M,47.9,M,,*48
'A1',22.00,33.00,5.00,19.00,1011.00,$GNGGA,200849.000,4900.5219,N,00825.4436,E,1,5,4.15,125.8,M,47.9,M,,*4C
'A1',23.00,31.00,9.00,10.00,1012.00,$GNGGA,200900.000,4900.5224,N,00825.4331,E,1,5,4.15,124.9,M,47.9,M,,*4E
'A1',21.00,30.00,9.00,11.00,1013.00,$GNGGA,200911.000,4900.5223,N,00825.4365,E,1,5,4.16,125.0,M,47.9,M,,*43
'A1',20.00,30.00,2.00,10.00,1014.00,$GNGGA,200922.000,4900.5231,N,00825.4497,E,1,5,4.16,122.8,M,47.9,M,,*45
'A1',22.00,33.00,6.00,16.00,1015.00,$GNGGA,200933.000,4900.5247,N,00825.4416,E,1,5,4.17,120.1,M,47.9,M,,*47
'A1',20.00,33.00,4.00,10.00,1016.00,$GNGGA,200944.000,4900.5242,N,00825.4404,E,1,5,4.17,119.7,M,47.9,M,,*4D
'A1',22.00,31.00,3.00,17.00,1017.00,$GNGGA,200955.000,4900.5236,N,00825.4409,E,1,5,4.18,119.5,M,47.9,M,,*4E
'A1',21.00,30.00,2.00,14.00,1018.00,$GNGGA,201006.000,4900.5232,N,00825.4410,E,1,5,4.19,119.7,M,47.9,M,,*4F
'A1',23.00,32.00,3.00,10.00,1019.00,$GNGGA,201017.000,4900.5241,N,00825.4477,E,1,5,4.19,119.3,M,47.9,M,,*4E
'A1',24.00,33.00,2.00,11.00,1020.00,$GNGGA,201028.000,4900.5237,N,00825.4569,E,1,5,4.20,117.6,M,47.9,M,,*4C
'A1',24.00,34.00,5.00,16.00,1021.00,$GNGGA,201039.000,4900.5217,N,00825.4486,E,1,5,4.20,116.0,M,47.9,M,,*49
'A1',23.00,33.00,2.00,11.00,1022.00,$GNGGA,201050.000,4900.5194,N,00825.4456,E,1,5,4.21,115.5,M,47.9,M,,*44
'A1',22.00,31.00,2.00,19.00,1023.00,$GNGGA,201101.000,4900.5193,N,00825.4312,E,1,5,4.22,115.8,M,47.9,M,,*4F
'A1',22.00,31.00,6.00,12.00,1024.00,$GNGGA,201112.000,4900.5210,N,00825.4310,E,1,5,4.22,115.8,M,47.9,M,,*47
'A1',21.00,32.00,3.00,17.00,1025.00,$GNGGA,201123.000,4900.5211,N,00825.4403,E,1,5,4.22,116.2,M,47.9,M,,*48
'A1',24.00,33.00,2.00,19.00,1026.00,$GNGGA,201134.000,4900.5204,N,00825.4468,E,1,5,4.23,117.3,M,47.9,M,,*46
GET / HTTP/1.1
Host: 2.tcp.ngrok.io:16185
User-Agent: Go-http-client/1.1
Accept-Encoding: gzip
Connection: close

'A1',24.00,30.00,7.00,14.00,1027.00,$GNGGA,201145.000,4900.5213,N,00825.4540,E,1,5,4.24,118.1,M,47.9,M,,*47
'A1',23.00,31.00,4.00,13.00,1028.00,$GNGGA,201156.000,4900.5206,N,00825.4554,E,1,5,4.24,117.5,M,47.9,M,,*4F
'A1',22.00,34.00,6.00,19.00,1029.00,$GNGGA,201207.000,4900.5216,N,00825.4467,E,1,5,4.25,116.5,M,47.9,M,,*48
'A1',23.00,31.00,7.00,10.00,1030.00,$GNGGA,201218.000,4900.5226,N,00825.4455,E,1,5,4.25,116.8,M,47.9,M,,*49
'A1',20.00,33.00,3.00,14.00,1031.00,$GNGGA,201230.000,4900.5222,N,00825.4466,E,1,5,4.26,117.6,M,47.9,M,,*4B
'A1',22.00,31.00,2.00,10.00,1032.00,$GNGGA,201241.000,4900.5225,N,00825.4397,E,1,5,4.27,118.5,M,47.9,M,,*4E
'A1',23.00,32.00,4.00,15.00,1033.00,$GNGGA,201252.000,4900.5214,N,00825.4295,E,1,5,4.27,119.0,M,47.9,M,,*49
'A1',23.00,32.00,7.00,18.00,1034.00,$GNGGA,201303.000,4900.5227,N,00825.4252,E,1,5,4.28,121.1,M,47.9,M,,*42
'A1',23.00,32.00,7.00,11.00,1035.00,$GNGGA,201314.000,4900.5233,N,00825.4434,E,1,5,4.29,121.9,M,47.9,M,,*4E
